Observation,Data_Marking,Statistical_Unit_Eng,Measure_Type_Eng,Obs_Type_Value,Unit_Multiplier,Unit_Of_Measure_Eng,Geographic_Area,Time_Dim_Item_ID,Time_Type,Statistical_Population_ID,SIC07,Turnover size band,Legal status,Entity Type
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Central Government,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Local Authority,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Local Authority,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Local Authority,Enterprise
125,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Non-profit Body or Mutual Association,Enterprise
55,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Non-profit Body or Mutual Association,Enterprise
85,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Non-profit Body or Mutual Association,Enterprise
60,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Non-profit Body or Mutual Association,Enterprise
30,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Non-profit Body or Mutual Association,Enterprise
35,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Non-profit Body or Mutual Association,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Non-profit Body or Mutual Association,Enterprise
400,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Non-profit Body or Mutual Association,Enterprise
19500,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Total,Enterprise
17345,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Total,Enterprise
15405,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Total,Enterprise
6970,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Total,Enterprise
4805,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Total,Enterprise
5725,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Total,Enterprise
2320,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Total,Enterprise
72070,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Total,Enterprise
4190,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Company (incl. Building Society),Enterprise
14640,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Company (incl. Building Society),Enterprise
26780,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Company (incl. Building Society),Enterprise
13420,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Company (incl. Building Society),Enterprise
7275,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Company (incl. Building Society),Enterprise
5025,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Company (incl. Building Society),Enterprise
1175,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Company (incl. Building Society),Enterprise
72505,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Company (incl. Building Society),Enterprise
1530,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Sole Proprietor,Enterprise
11115,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Sole Proprietor,Enterprise
14770,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Sole Proprietor,Enterprise
3710,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Sole Proprietor,Enterprise
750,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Sole Proprietor,Enterprise
190,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Sole Proprietor,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Sole Proprietor,Enterprise
32080,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Sole Proprietor,Enterprise
885,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Partnership,Enterprise
4045,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Partnership,Enterprise
10905,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Partnership,Enterprise
4415,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Partnership,Enterprise
1435,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Partnership,Enterprise
400,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Partnership,Enterprise
20,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Partnership,Enterprise
22105,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Local Authority,Enterprise
480,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Non-profit Body or Mutual Association,Enterprise
1330,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Non-profit Body or Mutual Association,Enterprise
2755,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Non-profit Body or Mutual Association,Enterprise
1155,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Non-profit Body or Mutual Association,Enterprise
295,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Non-profit Body or Mutual Association,Enterprise
65,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Non-profit Body or Mutual Association,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Non-profit Body or Mutual Association,Enterprise
6105,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Non-profit Body or Mutual Association,Enterprise
7085,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,0-49,Total,Enterprise
31130,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,50-99,Total,Enterprise
55215,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,100-249,Total,Enterprise
22700,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,250-499,Total,Enterprise
9755,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,500-999,Total,Enterprise
5685,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,1000-4999,Total,Enterprise
1235,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,5000+,Total,Enterprise
132805,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,55-56 : Accommodation & food services,Total,Total,Enterprise
27750,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Company (incl. Building Society),Enterprise
59570,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Company (incl. Building Society),Enterprise
53625,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Company (incl. Building Society),Enterprise
9000,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Company (incl. Building Society),Enterprise
5925,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Company (incl. Building Society),Enterprise
6950,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Company (incl. Building Society),Enterprise
2710,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Company (incl. Building Society),Enterprise
165530,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Company (incl. Building Society),Enterprise
5325,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Sole Proprietor,Enterprise
3695,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Sole Proprietor,Enterprise
1465,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Sole Proprietor,Enterprise
250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Sole Proprietor,Enterprise
70,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Sole Proprietor,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Sole Proprietor,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Sole Proprietor,Enterprise
10835,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Sole Proprietor,Enterprise
765,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Partnership,Enterprise
600,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Partnership,Enterprise
505,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Partnership,Enterprise
120,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Partnership,Enterprise
60,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Partnership,Enterprise
40,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Partnership,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Partnership,Enterprise
2100,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Local Authority,Enterprise
135,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Non-profit Body or Mutual Association,Enterprise
125,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Non-profit Body or Mutual Association,Enterprise
175,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Non-profit Body or Mutual Association,Enterprise
95,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Non-profit Body or Mutual Association,Enterprise
55,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Non-profit Body or Mutual Association,Enterprise
45,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Non-profit Body or Mutual Association,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Non-profit Body or Mutual Association,Enterprise
645,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Non-profit Body or Mutual Association,Enterprise
33975,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,0-49,Total,Enterprise
63990,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,50-99,Total,Enterprise
55770,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,100-249,Total,Enterprise
9465,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,250-499,Total,Enterprise
6110,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,500-999,Total,Enterprise
7065,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,1000-4999,Total,Enterprise
2745,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,5000+,Total,Enterprise
179120,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,58-63 : Information & communication,Total,Total,Enterprise
7205,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Company (incl. Building Society),Enterprise
6255,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Company (incl. Building Society),Enterprise
7695,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Company (incl. Building Society),Enterprise
3840,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Company (incl. Building Society),Enterprise
2375,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Company (incl. Building Society),Enterprise
2540,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Company (incl. Building Society),Enterprise
1750,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Company (incl. Building Society),Enterprise
31660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Company (incl. Building Society),Enterprise
140,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Sole Proprietor,Enterprise
125,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Sole Proprietor,Enterprise
815,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Sole Proprietor,Enterprise
315,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Sole Proprietor,Enterprise
105,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Sole Proprietor,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Sole Proprietor,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Sole Proprietor,Enterprise
1525,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Sole Proprietor,Enterprise
100,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Partnership,Enterprise
60,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Partnership,Enterprise
190,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Partnership,Enterprise
250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Partnership,Enterprise
165,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Partnership,Enterprise
45,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Partnership,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Partnership,Enterprise
825,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Partnership,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Public Corporation/Nationalised Body,Enterprise
20,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Public Corporation/Nationalised Body,Enterprise
65,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Central Government,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Central Government,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,5000+,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,Total,Local Authority,Enterprise
10010,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,0-49,Non-profit Body or Mutual Association,Enterprise
265,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,64-66 : Finance & insurance,50-99,Non-profit Body or Mutual Association,Enterprise
