Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4
200550.0,,,time,Year,2016,UKWARD,Geography,E12000005,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
41480.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
61305.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
79635.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
30655.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
17935.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
10250.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
7105.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
2695.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
2205.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012770
690.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012771
253955.0,,,time,Year,2016,UKWARD,Geography,E12000006,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
71570.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
115775.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
155280.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
54420.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
32910.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
19650.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
14040.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
5775.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
5395.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012770
2075.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012771
476890.0,,,time,Year,2016,UKWARD,Geography,E12000007,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
63055.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
94030.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
126565.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
46610.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
27040.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
15740.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
10600.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
3915.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
3350.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012770
1180.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012771
392085.0,,,time,Year,2016,UKWARD,Geography,E12000008,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
41850.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
52310.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
69810.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
28760.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
15945.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
8650.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
5550.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
1865.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
1430.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012770
405.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012771
226575.0,,,time,Year,2016,UKWARD,Geography,E12000009,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
275.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
730.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
750.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
265.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
165.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
65.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
55.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
20.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
5.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012770
0.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012771
2330.0,,,time,Year,2016,UKWARD,Geography,E06000001,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0005220
360.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007320
850.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007322
1035.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007323
375.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007324
200.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0007325
145.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012767
90.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012768
25.0,,,time,Year,2016,UKWARD,Geography,E06000002,CL_0000779,Entity type,CI_0011438,CL_0000782,Turnover size band,CI_0012769
