Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3
1604162.0,,,time,Year,2014,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021743
1650622.0,,,time,Year,2015,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021743
14271.0,,,time,Year,1997,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
14859.0,,,time,Year,1998,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
15338.0,,,time,Year,1999,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
16077.0,,,time,Year,2000,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
16683.0,,,time,Year,2001,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
17427.0,,,time,Year,2002,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
18415.0,,,time,Year,2003,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
19220.0,,,time,Year,2004,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
20157.0,,,time,Year,2005,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
21081.0,,,time,Year,2006,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22015.0,,,time,Year,2007,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22361.0,,,time,Year,2008,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
21822.0,,,time,Year,2009,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22109.0,,,time,Year,2010,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
22495.0,,,time,Year,2011,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
23101.0,,,time,Year,2012,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
23838.0,,,time,Year,2013,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
24833.0,,,time,Year,2014,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
25351.0,,,time,Year,2015,2015EUROSTATH,Geography,K02000001,CL_0000908,Component,CI_0021744
102.9,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.4,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.3,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.4,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.5,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.3,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.0,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.9,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.7,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.7,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.9,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
102.7,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.1,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.2,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
103.2,,,time,Year,2015,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021745
714364.0,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
747785.0,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
777442.0,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
817920.0,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
852638.0,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
895900.0,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
950136.0,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
993962.0,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1049484.0,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1103177.0,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1161815.0,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1192183.0,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1169555.0,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1200003.0,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1231237.0,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1274647.0,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1323341.0,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1391834.0,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
1433164.0,,,time,Year,2015,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021743
14679.0,,,time,Year,1997,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
15317.0,,,time,Year,1998,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
15856.0,,,time,Year,1999,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
16613.0,,,time,Year,2000,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
17243.0,,,time,Year,2001,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
18034.0,,,time,Year,2002,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
19031.0,,,time,Year,2003,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
19802.0,,,time,Year,2004,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
20738.0,,,time,Year,2005,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
21646.0,,,time,Year,2006,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
22612.0,,,time,Year,2007,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
23008.0,,,time,Year,2008,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
22407.0,,,time,Year,2009,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
22795.0,,,time,Year,2010,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
23184.0,,,time,Year,2011,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
23828.0,,,time,Year,2012,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
24567.0,,,time,Year,2013,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
25624.0,,,time,Year,2014,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
26159.0,,,time,Year,2015,2015EUROSTATH,Geography,EN,CL_0000908,Component,CI_0021744
74.1,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.3,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.2,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.1,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.6,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.9,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.2,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
74.2,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
74.1,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
74.4,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
73.4,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.3,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.7,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.8,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.3,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.6,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
72.4,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
70.5,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
71.0,,,time,Year,2015,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021745
30596.0,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
31169.0,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
32107.0,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
33708.0,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
34289.0,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
36115.0,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
39055.0,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
42195.0,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
44344.0,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
46845.0,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
48609.0,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
48261.0,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
47550.0,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
47726.0,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
49808.0,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
51523.0,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
53178.0,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
54164.0,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
55788.0,,,time,Year,2015,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021743
10569.0,,,time,Year,1997,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
10750.0,,,time,Year,1998,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
11069.0,,,time,Year,1999,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
11596.0,,,time,Year,2000,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
11782.0,,,time,Year,2001,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
12356.0,,,time,Year,2002,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
13294.0,,,time,Year,2003,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
14268.0,,,time,Year,2004,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
14934.0,,,time,Year,2005,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15690.0,,,time,Year,2006,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
16169.0,,,time,Year,2007,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15949.0,,,time,Year,2008,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15647.0,,,time,Year,2009,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
15648.0,,,time,Year,2010,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
16257.0,,,time,Year,2011,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
16760.0,,,time,Year,2012,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
17252.0,,,time,Year,2013,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
17517.0,,,time,Year,2014,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
18002.0,,,time,Year,2015,2015EUROSTATH,Geography,WA,CL_0000908,Component,CI_0021744
93.3,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.3,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
90.1,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
89.9,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
90.8,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
90.0,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
89.9,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
92.1,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.1,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
94.5,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
94.1,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
94.6,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
96.8,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.5,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.2,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
92.3,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.3,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.7,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
93.4,,,time,Year,2015,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021745
67663.0,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
70372.0,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
70129.0,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
73168.0,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
76700.0,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
79471.0,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
83887.0,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
90011.0,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
95878.0,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
102268.0,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
107121.0,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
110005.0,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
110535.0,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
108768.0,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
111171.0,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
113354.0,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
118542.0,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
124425.0,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
127260.0,,,time,Year,2015,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021743
13311.0,,,time,Year,1997,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
13861.0,,,time,Year,1998,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
13827.0,,,time,Year,1999,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
14452.0,,,time,Year,2000,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
15146.0,,,time,Year,2001,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
15687.0,,,time,Year,2002,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
16551.0,,,time,Year,2003,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
17704.0,,,time,Year,2004,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
18762.0,,,time,Year,2005,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
19923.0,,,time,Year,2006,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20720.0,,,time,Year,2007,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
21143.0,,,time,Year,2008,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
21127.0,,,time,Year,2009,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20670.0,,,time,Year,2010,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
20976.0,,,time,Year,2011,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
21333.0,,,time,Year,2012,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
22250.0,,,time,Year,2013,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
23267.0,,,time,Year,2014,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
23685.0,,,time,Year,2015,2015EUROSTATH,Geography,SC,CL_0000908,Component,CI_0021744
82.0,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
78.5,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.3,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.9,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.0,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
77.9,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.1,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.2,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.6,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
81.7,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
83.6,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
80.5,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
79.2,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
77.8,,,time,Year,2010,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
76.9,,,time,Year,2011,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
76.3,,,time,Year,2012,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
75.9,,,time,Year,2013,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
73.8,,,time,Year,2014,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
73.3,,,time,Year,2015,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021745
19551.0,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
19574.0,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
20420.0,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
21888.0,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
22552.0,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
23056.0,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
25141.0,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
26079.0,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
28068.0,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
30034.0,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
32410.0,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
32009.0,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
30986.0,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31035.0,,,time,Year,2010,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
31387.0,,,time,Year,2011,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
32158.0,,,time,Year,2012,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
33117.0,,,time,Year,2013,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
33739.0,,,time,Year,2014,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
34410.0,,,time,Year,2015,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021743
11699.0,,,time,Year,1997,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
11667.0,,,time,Year,1998,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
12162.0,,,time,Year,1999,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
13006.0,,,time,Year,2000,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
13354.0,,,time,Year,2001,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
13582.0,,,time,Year,2002,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
14746.0,,,time,Year,2003,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
15215.0,,,time,Year,2004,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
16245.0,,,time,Year,2005,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17230.0,,,time,Year,2006,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
18397.0,,,time,Year,2007,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17991.0,,,time,Year,2008,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
17279.0,,,time,Year,2009,2015EUROSTATH,Geography,NI,CL_0000908,Component,CI_0021744
