Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5
124505.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007320
124270.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007322
157630.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007323
59400.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007324
18385.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007325
4770.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012767
1200.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012768
175.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012769
65.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012770
5.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012771
490405.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0005220
44600.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007320
38085.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007322
72810.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007323
40065.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007324
21660.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007325
10490.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012767
4060.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012768
700.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012769
335.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012770
60.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012771
232865.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0005220
10.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007320
0.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007322
15.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007323
5.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007324
15.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007325
10.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012767
20.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012768
20.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012769
75.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012770
50.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012771
220.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0005220
170.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007320
100.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007322
160.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007323
135.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007324
250.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007325
675.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012767
970.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012768
860.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012769
270.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012770
340.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012771
3930.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0005220
4225.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007320
1160.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007322
600.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007323
245.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007324
225.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007325
370.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012767
465.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012768
225.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012769
225.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012770
105.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012771
7845.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0005220
19780.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0007320
11330.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0007322
19145.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0007323
12065.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0007324
7290.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0007325
3705.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0012767
2615.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0012768
990.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0012769
830.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0012770
265.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0012771
78015.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007206,CL_0000782,Turnover size band,CI_0005220
414780.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0007320
574960.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0007322
757715.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0007323
305230.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0007324
176835.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0007325
100335.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0012767
66210.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0012768
25055.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0012769
21260.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0012770
7035.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0012771
2449415.0,,,time,Year,2015,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0005220,CL_0000782,Turnover size band,CI_0005220
243160.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007320
434705.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322
547675.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323
200825.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324
134720.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325
84080.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767
60225.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768
23550.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012769
20945.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012770
6620.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012771
1756505.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0005220
120280.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007320
120585.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007322
153975.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007323
58365.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007324
17410.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0007325
4605.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012767
1170.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012768
190.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012769
55.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012770
0.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0012771
476635.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007201,CL_0000782,Turnover size band,CI_0005220
43855.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007320
35615.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007322
70285.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007323
37715.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007324
20950.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0007325
10390.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012767
3990.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012768
675.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012769
340.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012770
60.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0012771
223875.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007202,CL_0000782,Turnover size band,CI_0005220
5.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007320
0.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007322
10.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007323
5.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007324
15.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0007325
10.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012767
15.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012768
20.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012769
75.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012770
50.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0012771
205.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007203,CL_0000782,Turnover size band,CI_0005220
175.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007320
85.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007322
160.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007323
130.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007324
205.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0007325
615.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012767
1155.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012768
840.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012769
295.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012770
340.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0012771
4000.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007204,CL_0000782,Turnover size band,CI_0005220
4450.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007320
1195.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007322
615.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007323
225.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007324
200.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0007325
295.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012767
520.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012768
240.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012769
220.0,,,time,Year,2016,2013WARDH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007205,CL_0000782,Turnover size band,CI_0012770
