Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5,Dimension_Hierarchy_6,Dimension_Name_6,Dimension_Value_6
44425.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011500
6935.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011502
8090.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011504
16155.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011506
12305.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011508
15640.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011510
64725.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011512
7585.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011514
14080.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011516
114515.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011518
25165.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011520
0.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011522
7980.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0007306
20100.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011524
18920.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0011526
400010.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007322,CL_0000777,Sic07,CI_0005220
4635.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011437
25720.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011498
65660.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011500
12835.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011502
16985.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011504
35365.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011506
9870.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011508
29850.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011510
61550.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011512
8505.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011514
19055.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011516
124835.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011518
49230.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011520
5.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011522
6715.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0007306
12025.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011524
24515.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0011526
507355.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007323,CL_0000777,Sic07,CI_0005220
3055.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011437
14930.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011498
31405.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011500
7590.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011502
11495.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011504
20995.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011506
5175.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011508
14365.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011510
9550.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011512
4045.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011514
8325.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011516
24965.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011518
20410.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011520
0.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011522
2535.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0007306
5470.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011524
9000.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0011526
193310.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007324,CL_0000777,Sic07,CI_0005220
2475.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011437
12845.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011498
19950.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011500
4920.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011502
11115.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011504
14135.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011506
4005.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011508
7845.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011510
6325.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011512
2470.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011514
4430.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011516
14880.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011518
11170.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011520
0.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011522
1945.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0007306
5305.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011524
5185.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0011526
129000.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0007325,CL_0000777,Sic07,CI_0005220
1540.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011437
9715.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011498
11805.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011500
3170.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011502
9480.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011504
7655.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011506
2860.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011508
3485.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011510
4050.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011512
1520.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011514
2160.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011516
8575.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011518
6925.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011520
0.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011522
980.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0007306
3785.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011524
2610.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0011526
80315.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012767,CL_0000777,Sic07,CI_0005220
850.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011437
8100.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011498
7335.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011500
2260.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011502
8850.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011504
4365.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011506
2455.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011508
1950.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011510
3120.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011512
1150.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011514
1225.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011516
5450.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011518
4815.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011520
0.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011522
625.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0007306
2795.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011524
1535.0,,,time,Year,2015,2011STATH,Geography,K02000001,CL_0000779,Entity type,CI_0011438,CL_0000781,Legal status,CI_0007200,CL_0000782,Turnover size band,CI_0012768,CL_0000777,Sic07,CI_0011526
